
Toronto Downtown (31103) 
Hourly Fine Particulate Matter [PM2.5] Concentrations 
From,January 1 2017  
To,December 31 2017 EST 
Station,Toronto Downtown (31103)
Address,Bay St./wellesley St. W.
Latitude,43.662972
Longitude,-79.388111
Air Intake Height,10 metres 
Elevation,105 metres 
Pollutant,Fine Particulate Matter [PM2.5]
Method,SHARP 5030 operated 35% RH
Unit, micrograms per cubic metre (micrograms/m3)
Remarks, -999 for missing data. 9999 for invalid data.
Station ID,Pollutant,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
31103,Fine Particulate Matter,2017-11-16,5,5,3,2,2,2,3,3,4,3,3,3,2,3,3,2,3,3,4,4,4,4,3,3,
31103,Fine Particulate Matter,2017-11-17,3,2,2,2,2,2,2,2,3,4,5,7,9,8,9,8,10,9,8,11,11,11,11,10,
31103,Fine Particulate Matter,2017-11-18,10,10,8,7,7,7,7,7,7,8,12,16,15,12,17,17,9,9,14,11,8,6,4,2,
31103,Fine Particulate Matter,2017-11-19,2,2,1,3,2,2,2,2,2,2,2,2,3,3,2,2,4,4,5,5,5,5,5,5,
31103,Fine Particulate Matter,2017-11-20,3,3,4,3,4,3,4,6,5,7,8,11,13,14,14,13,8,9,10,10,9,8,7,6,
31103,Fine Particulate Matter,2017-11-21,5,7,6,5,5,4,5,4,5,5,5,6,6,7,7,8,11,12,9,9,6,4,4,5,
31103,Fine Particulate Matter,2017-11-22,6,6,6,5,4,4,5,5,6,5,4,4,4,3,2,2,2,3,2,2,2,2,2,2,
31103,Fine Particulate Matter,2017-11-23,5,7,6,5,4,4,4,6,9,10,9,11,11,11,9,7,6,5,7,9,9,10,11,11,
31103,Fine Particulate Matter,2017-11-24,12,14,13,14,15,14,15,14,11,11,13,11,10,10,10,10,10,10,9,8,7,7,7,7,
31103,Fine Particulate Matter,2017-11-25,7,8,8,8,8,7,8,9,11,14,9,5,4,4,4,5,6,6,6,6,6,5,3,2,
31103,Fine Particulate Matter,2017-11-26,3,2,2,2,3,3,2,3,2,2,2,2,2,3,2,3,5,9,9,7,6,6,6,5,
31103,Fine Particulate Matter,2017-11-27,6,5,3,3,3,3,3,3,5,5,6,5,4,6,5,7,6,6,8,7,7,5,5,5,
31103,Fine Particulate Matter,2017-11-28,6,6,7,8,8,8,8,13,17,12,4,5,5,5,5,5,5,5,5,5,4,5,5,7,
31103,Fine Particulate Matter,2017-11-29,15,14,15,15,10,7,7,7,8,6,6,5,6,6,6,6,7,5,6,7,6,5,4,3,
31103,Fine Particulate Matter,2017-11-30,3,3,3,5,6,8,9,11,13,13,11,10,9,12,16,16,21,21,17,13,9,9,6,5,
31103,Fine Particulate Matter,2017-12-01,4,4,4,4,4,3,3,4,6,5,5,4,4,5,5,5,5,4,6,5,5,7,11,13,
31103,Fine Particulate Matter,2017-12-02,11,10,13,14,12,11,12,12,14,14,14,15,17,19,16,18,22,25,25,24,26,23,30,32,
31103,Fine Particulate Matter,2017-12-03,28,27,26,24,26,27,29,27,28,32,33,44,39,35,40,42,39,31,21,13,14,13,14,14,
31103,Fine Particulate Matter,2017-12-04,20,30,34,38,35,35,36,35,39,39,37,34,33,35,28,20,16,17,17,19,15,13,10,8,
31103,Fine Particulate Matter,2017-12-05,9,10,11,12,11,10,10,10,9,10,10,11,12,8,9,7,7,5,6,7,6,5,4,5,
31103,Fine Particulate Matter,2017-12-06,4,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,5,5,6,8,6,8,5,5,
31103,Fine Particulate Matter,2017-12-07,7,6,5,5,5,5,5,5,7,7,5,5,5,4,4,3,3,3,3,3,4,3,3,3,
31103,Fine Particulate Matter,2017-12-08,4,4,3,4,4,5,6,8,9,10,8,9,9,8,7,6,5,5,5,5,5,6,6,6,
31103,Fine Particulate Matter,2017-12-09,6,7,7,6,6,6,6,6,12,11,12,11,8,7,6,6,7,8,9,9,11,13,17,20,
31103,Fine Particulate Matter,2017-12-10,19,20,22,10,5,4,4,3,3,3,3,4,4,4,5,5,5,6,9,12,12,11,11,12,
31103,Fine Particulate Matter,2017-12-11,6,3,3,3,3,4,4,4,4,4,5,5,7,8,6,5,4,6,6,6,7,9,9,9,
31103,Fine Particulate Matter,2017-12-12,11,11,11,11,8,8,7,8,13,4,3,3,3,3,3,3,4,6,6,5,7,7,4,4,
31103,Fine Particulate Matter,2017-12-13,6,4,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,3,4,3,3,3,
31103,Fine Particulate Matter,2017-12-14,5,5,4,4,5,4,4,4,5,4,4,4,5,4,4,3,4,5,6,7,10,21,19,11,
31103,Fine Particulate Matter,2017-12-15,15,6,4,5,5,6,10,10,6,7,7,7,9,12,11,11,10,13,15,19,16,16,12,10,
31103,Fine Particulate Matter,2017-12-16,4,8,7,5,5,5,6,7,7,7,5,3,3,3,3,3,5,5,7,7,7,6,6,6,
31103,Fine Particulate Matter,2017-12-17,6,7,6,7,6,5,5,5,5,6,6,6,7,7,7,8,6,9,9,9,7,8,7,7,
31103,Fine Particulate Matter,2017-12-18,9,10,11,12,13,14,14,17,22,23,30,33,33,31,30,25,16,14,11,14,29,33,33,25,
31103,Fine Particulate Matter,2017-12-19,22,19,16,15,18,18,17,14,16,18,18,18,17,15,13,12,11,9,9,9,7,5,4,4,
31103,Fine Particulate Matter,2017-12-20,3,3,2,2,2,2,3,2,3,3,4,3,3,3,3,3,4,4,5,5,7,4,2,2,
31103,Fine Particulate Matter,2017-12-21,3,3,3,3,3,3,5,4,5,6,7,7,6,5,6,7,8,6,8,6,5,6,10,6,
31103,Fine Particulate Matter,2017-12-22,7,10,7,6,5,5,5,4,7,8,7,9,9,9,8,8,8,9,10,9,11,12,13,12,
31103,Fine Particulate Matter,2017-12-23,14,18,23,22,23,21,17,16,21,24,17,15,23,30,32,32,27,11,6,6,5,5,6,7,
31103,Fine Particulate Matter,2017-12-24,8,7,6,5,5,5,5,4,3,4,4,3,3,3,3,4,5,5,6,6,4,5,5,3,
31103,Fine Particulate Matter,2017-12-25,4,4,3,3,3,3,3,3,4,5,7,7,7,7,6,6,7,8,6,6,5,5,4,4,
31103,Fine Particulate Matter,2017-12-26,4,4,4,4,4,3,4,4,4,5,6,5,4,4,4,3,4,6,5,5,6,5,4,5,
31103,Fine Particulate Matter,2017-12-27,7,6,5,6,4,3,5,4,5,6,4,5,5,5,5,5,5,6,8,9,8,8,7,9,
31103,Fine Particulate Matter,2017-12-28,6,4,5,5,3,4,4,5,6,9,12,10,7,7,6,6,7,7,7,8,11,9,7,6,
31103,Fine Particulate Matter,2017-12-29,6,6,6,5,4,3,5,5,3,4,5,5,6,6,4,4,6,6,9,13,17,20,23,26,
31103,Fine Particulate Matter,2017-12-30,25,26,28,27,27,26,25,23,18,16,12,10,10,10,10,7,6,8,10,9,7,7,7,7,
31103,Fine Particulate Matter,2017-12-31,6,6,6,6,5,4,4,4,4,3,2,2,2,2,3,3,3,4,5,6,6,6,5,5,



Air Quality Ontario. Maintained by the Government of Ontario
Copyright Queen's Printer for Ontario2018
This information is provided as a public service but we cannot guarantee that it is current or accurate. Readers should verify the information before acting on it.
See Disclaimer at: http://www.airqualityontario.com/science/disclaimer.php 
