
Thunder Bay (63203) 
Hourly Fine Particulate Matter [PM2.5] Concentrations 
From,January 1 2017  
To,December 31 2017 EST 
Station,Thunder Bay (63203)
Address,421 James St. S.
Latitude,48.379389
Longitude,-89.290167
Air Intake Height,15 metres 
Elevation,192 metres 
Pollutant,Fine Particulate Matter [PM2.5]
Method,SHARP 5030 operated 35% RH
Unit, micrograms per cubic metre (micrograms/m3)
Remarks, -999 for missing data. 9999 for invalid data.
Station ID,Pollutant,Date,H01,H02,H03,H04,H05,H06,H07,H08,H09,H10,H11,H12,H13,H14,H15,H16,H17,H18,H19,H20,H21,H22,H23,H24
63203,Fine Particulate Matter,2017-07-01,5,3,4,4,5,6,5,5,7,7,7,5,4,4,4,2,1,2,3,2,2,3,5,7,
63203,Fine Particulate Matter,2017-07-02,5,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,3,3,3,3,6,9,5,5,
63203,Fine Particulate Matter,2017-07-03,4,4,4,5,5,4,4,4,4,5,9,12,10,9,8,8,4,4,5,5,6,7,4,6,
63203,Fine Particulate Matter,2017-07-04,8,10,9,9,8,9,8,10,10,13,8,5,5,6,7,4,6,5,6,6,7,5,8,5,
63203,Fine Particulate Matter,2017-07-05,5,7,6,3,3,5,3,3,4,4,3,5,6,7,7,9,9,25,14,10,10,9,10,12,
63203,Fine Particulate Matter,2017-07-06,13,15,12,11,10,10,10,10,15,11,7,7,7,7,8,5,8,9,7,9,10,9,10,6,
63203,Fine Particulate Matter,2017-07-07,5,5,4,4,4,5,5,5,5,4,3,3,4,4,4,4,5,6,6,6,5,5,4,5,
63203,Fine Particulate Matter,2017-07-08,6,6,6,7,7,7,7,5,5,6,7,8,8,8,5,2,2,3,4,5,5,6,5,5,
63203,Fine Particulate Matter,2017-07-09,5,5,5,5,5,5,4,3,4,6,7,2,2,2,2,2,3,4,4,4,3,3,3,4,
63203,Fine Particulate Matter,2017-07-10,3,3,2,2,1,1,1,1,4,3,6,4,5,7,8,7,7,6,4,5,5,3,3,5,
63203,Fine Particulate Matter,2017-07-11,3,18,11,6,5,6,6,6,7,8,8,8,9,8,6,5,3,4,5,6,6,5,4,4,
63203,Fine Particulate Matter,2017-07-12,3,3,4,3,3,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
63203,Fine Particulate Matter,2017-07-13,2,2,2,2,2,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,5,9,4,3,
63203,Fine Particulate Matter,2017-07-14,5,4,4,3,4,4,6,4,4,3,3,4,6,5,4,4,5,5,4,3,2,5,7,5,
63203,Fine Particulate Matter,2017-07-15,5,4,5,5,6,6,6,5,5,3,4,4,4,4,4,4,6,8,14,12,8,12,12,13,
63203,Fine Particulate Matter,2017-07-16,12,10,10,10,8,7,5,5,7,6,4,2,1,2,2,2,1,1,1,2,2,4,4,3,
63203,Fine Particulate Matter,2017-07-17,5,6,6,5,4,5,6,5,5,4,4,5,5,4,5,6,6,6,8,10,8,7,6,6,
63203,Fine Particulate Matter,2017-07-18,7,8,8,7,11,9,8,9,10,6,9,16,14,14,11,12,13,13,13,13,16,15,14,13,
63203,Fine Particulate Matter,2017-07-19,13,13,13,13,13,13,12,11,9,8,6,5,4,4,5,6,5,7,10,13,15,21,18,20,
63203,Fine Particulate Matter,2017-07-20,18,16,17,19,18,20,21,24,23,15,12,11,12,10,9,7,8,8,7,6,6,6,7,8,
63203,Fine Particulate Matter,2017-07-21,9,9,9,8,8,8,10,8,8,7,9,7,7,6,4,5,7,7,9,8,6,9,8,8,
63203,Fine Particulate Matter,2017-07-22,11,9,9,9,7,6,6,6,6,6,6,5,5,5,5,5,5,5,6,4,4,4,4,4,
63203,Fine Particulate Matter,2017-07-23,5,6,6,7,8,9,7,6,6,7,8,5,4,3,3,3,2,2,2,3,4,3,4,4,
63203,Fine Particulate Matter,2017-07-24,5,5,5,5,5,6,6,5,5,5,4,4,5,7,4,4,7,8,8,7,5,5,11,7,
63203,Fine Particulate Matter,2017-07-25,7,9,10,7,8,7,6,7,4,4,4,4,5,5,5,5,5,5,5,5,7,5,3,2,
63203,Fine Particulate Matter,2017-07-26,2,3,4,6,8,9,9,7,7,6,6,6,5,4,5,4,4,6,6,6,5,6,6,6,
63203,Fine Particulate Matter,2017-07-27,6,6,7,8,11,9,10,10,11,11,13,10,9,8,8,8,8,9,10,10,10,10,9,9,
63203,Fine Particulate Matter,2017-07-28,10,11,12,11,10,9,9,10,10,11,16,16,15,11,10,10,9,9,9,9,10,8,11,12,
63203,Fine Particulate Matter,2017-07-29,10,11,11,10,9,10,9,9,8,8,9,8,7,6,5,7,8,8,8,4,6,8,10,11,
63203,Fine Particulate Matter,2017-07-30,10,10,10,10,10,10,10,9,9,9,8,8,8,9,10,7,5,6,7,8,8,9,13,9,
63203,Fine Particulate Matter,2017-07-31,11,9,10,10,10,11,10,9,9,8,9,10,11,9,9,11,10,8,7,7,8,8,8,8,
63203,Fine Particulate Matter,2017-08-01,8,8,9,9,9,10,11,12,14,9,7,7,10,16,17,13,11,9,7,6,5,5,4,4,
63203,Fine Particulate Matter,2017-08-02,3,2,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,2,2,2,4,3,3,3,
63203,Fine Particulate Matter,2017-08-03,3,5,4,4,3,4,4,5,6,4,3,4,5,4,4,3,3,4,5,5,5,5,4,4,
63203,Fine Particulate Matter,2017-08-04,3,2,2,2,2,2,2,2,3,3,4,4,5,6,6,4,3,3,3,3,4,6,5,4,
63203,Fine Particulate Matter,2017-08-05,4,5,5,5,5,5,5,4,4,4,4,3,4,3,3,2,3,4,3,3,3,3,2,3,
63203,Fine Particulate Matter,2017-08-06,5,5,5,5,6,7,6,4,5,6,6,5,6,5,5,4,4,3,4,4,4,6,6,5,
63203,Fine Particulate Matter,2017-08-07,6,6,6,6,6,6,6,6,6,6,9,11,14,14,16,23,16,9,9,8,8,10,11,10,
63203,Fine Particulate Matter,2017-08-08,10,11,10,10,9,8,8,7,4,3,4,4,4,4,5,5,6,6,5,5,7,8,7,7,
63203,Fine Particulate Matter,2017-08-09,6,6,6,7,6,7,6,6,6,7,9,8,7,7,6,5,5,5,6,7,7,8,7,8,
63203,Fine Particulate Matter,2017-08-10,8,7,7,7,5,5,5,5,5,5,4,4,4,4,4,4,4,3,4,5,4,9,14,5,
63203,Fine Particulate Matter,2017-08-11,5,8,6,6,6,5,6,7,3,4,3,3,2,2,2,3,4,4,4,4,5,7,7,5,
63203,Fine Particulate Matter,2017-08-12,6,7,7,8,8,8,13,16,7,6,6,8,15,16,11,11,8,6,9,12,9,10,12,11,
63203,Fine Particulate Matter,2017-08-13,10,10,10,9,9,9,8,7,5,4,4,6,8,11,10,6,5,5,5,6,6,6,6,6,
63203,Fine Particulate Matter,2017-08-14,5,5,6,6,6,6,6,7,6,5,5,5,5,6,6,6,6,6,6,10,9,8,8,8,
63203,Fine Particulate Matter,2017-08-15,9,9,13,13,11,10,13,12,8,7,8,7,7,6,5,5,4,5,4,5,6,8,6,6,
63203,Fine Particulate Matter,2017-08-16,6,6,7,5,5,7,7,7,7,6,4,6,6,6,6,4,3,3,4,4,4,5,5,5,
63203,Fine Particulate Matter,2017-08-17,5,5,5,5,4,4,5,5,5,6,6,5,5,3,2,2,2,2,2,2,2,2,2,2,
63203,Fine Particulate Matter,2017-08-18,3,5,9,7,7,7,8,8,7,6,6,6,7,7,6,7,8,9,8,7,8,10,11,10,
63203,Fine Particulate Matter,2017-08-19,10,9,9,9,10,10,10,10,10,10,10,11,11,15,20,16,13,11,9,11,11,13,13,14,
63203,Fine Particulate Matter,2017-08-20,16,16,15,15,15,14,14,14,13,10,7,7,8,9,9,7,13,15,16,17,18,15,12,10,
63203,Fine Particulate Matter,2017-08-21,9,8,7,6,5,4,6,5,4,3,3,4,3,3,3,3,3,4,2,4,5,6,5,3,
63203,Fine Particulate Matter,2017-08-22,3,4,5,5,5,5,6,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,
63203,Fine Particulate Matter,2017-08-22,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,1,1,1,1,1,1,2,2,3,5,4,5,5,
63203,Fine Particulate Matter,2017-08-24,6,6,5,5,5,5,5,5,5,5,4,3,3,3,4,4,4,4,5,5,6,9,8,5,
63203,Fine Particulate Matter,2017-08-25,5,5,5,5,4,5,5,4,4,5,5,6,6,6,6,5,5,4,4,5,6,8,13,9,
63203,Fine Particulate Matter,2017-08-26,8,8,8,8,8,7,6,6,6,5,4,5,5,5,5,6,6,4,5,7,5,4,4,4,
63203,Fine Particulate Matter,2017-08-27,4,4,5,5,4,4,6,8,9,6,5,6,6,6,5,4,5,7,6,6,7,6,6,7,
63203,Fine Particulate Matter,2017-08-28,6,6,6,7,7,9,10,11,8,6,7,8,8,15,9,9,6,7,6,8,8,8,8,10,
63203,Fine Particulate Matter,2017-08-29,10,6,5,4,3,4,3,4,3,3,4,3,4,9999,2,4,9,8,7,9,7,7,7,6,
63203,Fine Particulate Matter,2017-08-30,9,7,8,9,9,11,22,9999,23,23,21,16,10,11,9,6,5,6,13,10,11,8,7,8,
63203,Fine Particulate Matter,2017-08-31,10,9999,9,11,9,8,9,6,5,5,3,4,4,4,4,3,3,2,2,9999,3,3,5,5,
63203,Fine Particulate Matter,2017-09-01,3,5,3,3,3,3,3,3,3,2,2,2,4,9999,3,2,3,2,2,2,2,3,5,5,
63203,Fine Particulate Matter,2017-09-02,5,5,8,9,5,4,4,4,7,9,7,11,16,24,25,22,19,16,16,16,15,15,13,12,
63203,Fine Particulate Matter,2017-09-03,13,11,11,12,11,10,9,7,6,5,6,6,6,7,9,8,9,9,10,8,8,9,8,7,
63203,Fine Particulate Matter,2017-09-04,7,7,7,7,8,8,8,8,7,8,7,6,9999,6,5,4,4,4,5,3,4,5,4,3,
63203,Fine Particulate Matter,2017-09-05,2,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
63203,Fine Particulate Matter,2017-09-06,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,4,4,4,5,
63203,Fine Particulate Matter,2017-09-07,4,3,3,3,3,3,4,4,6,6,6,7,7,6,5,4,5,4,4,4,4,4,5,4,
63203,Fine Particulate Matter,2017-09-08,4,4,4,4,4,5,5,4,6,7,5,5,5,5,5,5,5,4,5,6,6,11,8,8,
63203,Fine Particulate Matter,2017-09-09,7,6,6,6,5,5,5,5,5,7,7,5,4,4,4,4,4,5,5,6,6,6,7,11,
63203,Fine Particulate Matter,2017-09-10,8,9,8,7,7,7,7,8,8,4,4,5,5,5,6,7,7,7,7,8,6,5,6,7,
63203,Fine Particulate Matter,2017-09-11,8,8,8,8,7,7,7,7,7,7,7,7,10,12,12,12,8,5,5,5,5,5,4,4,
63203,Fine Particulate Matter,2017-09-12,4,4,4,4,4,4,4,5,4,2,3,4,3,4,4,4,3,3,3,4,5,7,4,5,
63203,Fine Particulate Matter,2017-09-13,5,5,5,5,5,5,6,6,6,3,4,11,12,7,8,9,11,13,12,16,17,14,9,8,
63203,Fine Particulate Matter,2017-09-14,9,10,9,10,9,9,7,8,5,5,7,5,4,5,5,6,6,6,8,8,8,7,5,4,
63203,Fine Particulate Matter,2017-09-15,4,3,2,2,2,2,3,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,2,
63203,Fine Particulate Matter,2017-09-16,2,2,2,2,2,3,3,3,3,3,3,4,4,5,5,5,5,5,5,5,4,5,5,4,
63203,Fine Particulate Matter,2017-09-17,5,4,4,3,3,3,3,3,2,2,3,2,1,1,1,1,1,1,2,2,2,2,2,2,
63203,Fine Particulate Matter,2017-09-18,2,2,2,2,2,2,2,3,4,5,6,5,4,4,5,4,5,5,3,4,4,4,5,4,
63203,Fine Particulate Matter,2017-09-19,4,4,4,3,3,3,4,4,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,
63203,Fine Particulate Matter,2017-09-20,4,4,4,5,6,6,6,6,5,6,6,7,8,8,8,7,8,10,10,13,13,11,6,6,
63203,Fine Particulate Matter,2017-09-21,6,6,5,6,5,5,6,5,5,4,5,7,7,7,6,7,6,6,8,6,6,5,4,4,
63203,Fine Particulate Matter,2017-09-22,4,4,6,7,8,8,8,10,7,8,7,8,7,8,10,8,7,8,8,9,8,10,6,6,
63203,Fine Particulate Matter,2017-09-23,5,5,5,5,5,6,6,6,8,8,9,9,9,7,7,8,9,9,9,9,9,11,10,9,
63203,Fine Particulate Matter,2017-09-24,9,9,9,9,9,7,7,6,6,6,7,11,9,7,8,7,8,8,10,10,10,10,10,10,
63203,Fine Particulate Matter,2017-09-25,10,10,10,10,10,10,10,5,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,
63203,Fine Particulate Matter,2017-09-26,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,
63203,Fine Particulate Matter,2017-09-27,3,3,2,2,3,4,3,3,3,2,2,2,2,2,2,2,3,3,4,5,6,5,5,5,
63203,Fine Particulate Matter,2017-09-28,5,5,5,5,5,5,5,5,4,5,5,4,5,5,4,4,5,7,7,8,6,6,5,5,
63203,Fine Particulate Matter,2017-09-29,5,4,5,4,7,9,5,3,4,3,3,2,2,2,2,2,3,3,3,5,10,10,8,8,
63203,Fine Particulate Matter,2017-09-30,8,8,9,7,7,6,8,8,15,8,6,4,4,4,3,3,3,3,4,5,10,14,15,11,
63203,Fine Particulate Matter,2017-10-01,9,9,8,7,7,7,7,7,6,5,6,7,6,5,5,5,4,4,4,5,3,3,4,3,
63203,Fine Particulate Matter,2017-10-02,5,5,3,3,3,3,4,4,4,4,3,4,4,3,4,4,5,5,6,7,8,9,7,7,
63203,Fine Particulate Matter,2017-10-03,8,8,9,5,4,5,4,9,9,9,8,10,11,9,8,11,14,10,9,8,9,8,6,7,
63203,Fine Particulate Matter,2017-10-04,6,5,5,4,4,4,4,4,5,5,5,4,3,3,4,4,5,6,6,5,5,4,4,3,
63203,Fine Particulate Matter,2017-10-05,4,5,5,5,5,5,5,6,8,7,7,5,6,5,5,5,4,3,6,6,5,6,5,6,
63203,Fine Particulate Matter,2017-10-06,6,7,6,8,6,6,6,7,6,5,4,4,4,4,3,3,4,4,5,6,6,8,8,8,
63203,Fine Particulate Matter,2017-10-07,8,10,8,9,8,8,8,8,7,7,9,9,10,10,12,11,12,12,7,6,9,10,9,9,
63203,Fine Particulate Matter,2017-10-08,7,6,5,5,5,5,5,5,5,3,5,4,4,3,3,3,3,4,4,5,6,6,6,5,
63203,Fine Particulate Matter,2017-10-09,4,4,4,4,4,4,3,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,
63203,Fine Particulate Matter,2017-10-10,2,2,2,2,2,3,4,6,6,6,4,4,4,5,6,6,6,5,6,7,7,8,6,7,
63203,Fine Particulate Matter,2017-10-11,6,6,6,9,6,6,7,7,8,9,6,7,8,5,4,3,4,4,5,4,4,4,4,3,
63203,Fine Particulate Matter,2017-10-12,4,4,4,4,3,3,3,3,2,2,3,3,2,3,4,4,4,5,4,3,3,3,3,4,
63203,Fine Particulate Matter,2017-10-13,5,5,4,3,3,4,6,6,8,12,11,8,6,5,4,4,4,3,3,3,3,3,4,3,
63203,Fine Particulate Matter,2017-10-14,3,3,3,3,3,3,4,4,4,4,3,3,3,2,2,3,2,2,3,3,3,3,4,3,
63203,Fine Particulate Matter,2017-10-15,3,4,4,3,3,4,3,3,3,3,2,2,2,2,2,2,2,2,4,5,6,7,7,6,
63203,Fine Particulate Matter,2017-10-16,6,5,6,5,5,6,6,6,6,5,5,5,5,6,6,5,6,9,9,8,6,5,5,4,
63203,Fine Particulate Matter,2017-10-17,5,5,5,5,5,4,5,6,6,7,6,5,5,4,4,4,3,3,6,7,7,8,8,8,
63203,Fine Particulate Matter,2017-10-18,9,11,7,7,8,7,7,7,7,7,6,7,7,7,6,7,10,7,6,4,4,4,4,4,
63203,Fine Particulate Matter,2017-10-19,4,5,5,5,5,5,5,5,6,5,5,4,4,4,4,4,5,7,7,11,15,11,10,8,
63203,Fine Particulate Matter,2017-10-20,7,6,7,9,9,8,9,9,9,8,9,9,7,7,7,8,10,11,12,17,17,16,15,14,
63203,Fine Particulate Matter,2017-10-21,15,15,12,11,11,11,11,11,11,9,9,10,9,8,7,7,7,10,12,11,11,12,11,11,
63203,Fine Particulate Matter,2017-10-22,12,13,12,10,8,7,8,8,8,5,5,4,3,3,3,3,2,2,3,4,5,5,7,6,
63203,Fine Particulate Matter,2017-10-23,4,5,4,3,2,2,3,3,3,4,3,3,3,3,3,3,3,4,4,6,4,3,3,3,
63203,Fine Particulate Matter,2017-10-24,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
63203,Fine Particulate Matter,2017-10-25,2,2,2,2,2,2,2,3,3,2,2,2,2,2,2,2,3,4,4,5,5,5,4,5,
63203,Fine Particulate Matter,2017-10-26,4,3,3,3,3,3,2,2,3,4,4,4,3,3,3,2,3,3,3,3,3,2,2,2,
63203,Fine Particulate Matter,2017-10-27,3,4,4,4,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,
63203,Fine Particulate Matter,2017-10-28,2,2,2,2,2,2,2,2,3,4,3,3,3,2,2,2,3,5,4,4,3,3,2,2,
63203,Fine Particulate Matter,2017-10-29,3,4,3,3,3,2,3,3,4,6,5,5,4,3,3,3,3,3,3,3,4,4,4,4,
63203,Fine Particulate Matter,2017-10-30,5,5,5,4,4,4,3,4,5,4,4,4,4,3,4,3,2,2,2,2,2,2,2,2,
63203,Fine Particulate Matter,2017-10-31,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,2,
63203,Fine Particulate Matter,2017-11-01,3,3,3,3,3,2,3,3,3,4,3,4,5,4,4,4,3,3,3,4,4,5,4,3,
63203,Fine Particulate Matter,2017-11-02,3,5,5,4,3,3,3,3,3,3,3,3,2,3,2,3,2,2,3,3,3,2,2,2,
63203,Fine Particulate Matter,2017-11-03,2,3,2,2,2,2,2,2,3,3,3,3,3,2,2,3,4,3,3,3,3,3,4,4,
63203,Fine Particulate Matter,2017-11-04,4,8,5,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,3,3,2,2,2,2,
63203,Fine Particulate Matter,2017-11-05,2,2,2,2,2,2,2,2,2,2,3,3,3,3,2,2,2,2,2,2,2,2,2,2,
63203,Fine Particulate Matter,2017-11-06,2,2,2,2,2,2,2,2,3,4,4,5,4,4,4,4,4,4,5,5,5,5,5,5,
63203,Fine Particulate Matter,2017-11-07,6,7,6,7,7,6,5,5,5,5,5,5,5,5,5,4,6,6,7,6,7,6,6,6,
63203,Fine Particulate Matter,2017-11-08,7,6,7,7,7,6,7,7,8,8,9,8,7,6,5,5,5,5,5,5,4,4,5,4,
63203,Fine Particulate Matter,2017-11-09,4,3,4,4,3,3,2,2,2,2,2,2,2,2,2,3,3,4,4,4,3,3,3,3,
63203,Fine Particulate Matter,2017-11-10,2,3,3,3,3,3,3,3,3,2,2,2,2,3,3,3,3,5,3,3,3,2,2,3,
63203,Fine Particulate Matter,2017-11-11,3,3,3,3,3,3,4,4,5,6,7,8,8,9,10,10,11,12,12,13,13,13,11,12,
63203,Fine Particulate Matter,2017-11-12,11,10,10,10,10,10,10,11,10,11,12,13,12,15,15,13,13,14,15,15,14,16,11,9,
63203,Fine Particulate Matter,2017-11-13,8,7,7,7,6,6,6,6,7,9,9,13,7,6,5,6,11,10,11,12,9,13,13,13,
63203,Fine Particulate Matter,2017-11-14,14,13,13,12,11,14,14,13,16,19,19,19,18,18,15,13,11,11,13,11,11,13,12,12,
63203,Fine Particulate Matter,2017-11-15,13,12,13,14,14,16,13,11,13,15,13,10,10,5,3,2,2,2,2,2,2,2,2,1,
63203,Fine Particulate Matter,2017-11-16,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,2,3,2,2,2,2,2,
63203,Fine Particulate Matter,2017-11-17,2,2,2,2,2,2,2,2,2,2,3,3,4,4,5,5,5,7,8,8,7,8,7,9,
63203,Fine Particulate Matter,2017-11-18,7,7,7,6,5,5,5,5,5,5,5,5,5,4,4,4,5,6,5,5,5,5,4,4,
63203,Fine Particulate Matter,2017-11-19,6,7,7,7,7,7,6,6,6,6,6,6,6,5,5,4,5,7,8,9,10,11,10,11,
63203,Fine Particulate Matter,2017-11-20,11,11,10,9,11,9,9,9,9,9,10,9999,11,13,16,19,25,15,11,19,22,21,22,22,
63203,Fine Particulate Matter,2017-11-21,21,10,7,8,8,6,6,6,5,9999,9999,9999,9999,9999,9999,0,1,1,2,1,1,1,1,1,
63203,Fine Particulate Matter,2017-11-22,1,1,1,1,1,1,0,1,1,2,1,1,1,1,0,0,1,1,2,1,1,1,1,1,
63203,Fine Particulate Matter,2017-11-23,1,1,1,1,2,2,3,3,5,5,5,5,5,5,5,5,5,7,9,10,7,7,6,10,
63203,Fine Particulate Matter,2017-11-24,9,7,9,9,9,8,8,9,11,11,10,8,4,6,5,4,2,4,5,4,2,2,2,3,
63203,Fine Particulate Matter,2017-11-25,3,3,4,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,3,5,4,5,6,
63203,Fine Particulate Matter,2017-11-26,8,8,6,7,6,7,5,3,5,6,8,8,8,6,3,3,4,5,4,3,2,2,2,3,
63203,Fine Particulate Matter,2017-11-27,2,3,3,3,2,2,2,2,2,1,1,1,2,2,2,2,3,3,5,11,7,12,4,7,
63203,Fine Particulate Matter,2017-11-28,7,8,8,10,13,6,3,3,2,1,1,0,1,1,1,2,4,5,4,3,2,1,1,0,
63203,Fine Particulate Matter,2017-11-29,2,3,4,2,2,2,1,4,9,9,5,6,8,4,1,2,2,2,5,5,3,1,2,6,
63203,Fine Particulate Matter,2017-11-30,9,7,4,4,4,4,3,1,1,0,0,1,1,2,3,2,2,2,2,2,3,2,2,3,
63203,Fine Particulate Matter,2017-12-01,2,3,3,3,7,6,7,10,11,12,15,11,9,9,7,15,11,18,22,22,24,27,22,17,
63203,Fine Particulate Matter,2017-12-02,12,10,13,14,9,9,11,19,26,29,21,12,8,7,7,14,13,15,13,10,6,7,10,14,
63203,Fine Particulate Matter,2017-12-03,9,4,5,11,13,10,11,13,11,11,13,11,10,13,8,7,7,8,10,7,10,14,9,8,
63203,Fine Particulate Matter,2017-12-04,6,4,4,4,5,11,13,11,8,9,9,11,14,12,13,9,8,5,4,3,2,2,2,2,
63203,Fine Particulate Matter,2017-12-05,1,1,1,0,0,0,0,0,1,1,1,1,1,1,2,-999,-999,-999,-999,2,2,2,2,2,
63203,Fine Particulate Matter,2017-12-06,2,2,2,2,1,2,2,2,3,3,3,3,3,3,2,2,2,2,2,2,2,2,1,1,
63203,Fine Particulate Matter,2017-12-07,1,1,2,1,1,1,2,2,2,1,1,1,3,3,2,2,2,2,2,3,3,2,2,2,
63203,Fine Particulate Matter,2017-12-08,2,1,1,1,1,1,1,1,1,4,4,4,3,2,3,4,2,3,4,4,4,3,3,2,
63203,Fine Particulate Matter,2017-12-09,2,2,2,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,
63203,Fine Particulate Matter,2017-12-10,2,2,3,2,2,2,4,2,1,1,1,1,1,2,1,2,2,3,5,4,6,8,6,7,
63203,Fine Particulate Matter,2017-12-11,8,9,8,7,7,7,6,5,6,6,6,5,4,2,2,1,1,1,2,1,1,1,1,1,
63203,Fine Particulate Matter,2017-12-12,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,2,4,4,10,10,10,8,9,
63203,Fine Particulate Matter,2017-12-13,7,4,3,4,2,2,2,2,2,1,1,1,1,1,1,1,2,2,2,5,3,3,3,3,
63203,Fine Particulate Matter,2017-12-14,3,3,2,3,7,7,3,4,5,5,5,4,3,4,4,3,3,3,4,4,4,4,3,3,
63203,Fine Particulate Matter,2017-12-15,3,2,2,2,3,3,2,3,2,3,2,2,2,4,5,5,6,9,6,4,18,7,2,1,
63203,Fine Particulate Matter,2017-12-16,1,1,1,1,1,1,1,2,11,2,3,2,2,3,2,1,1,1,1,1,2,3,3,3,
63203,Fine Particulate Matter,2017-12-17,3,4,4,4,4,4,4,4,6,7,10,11,9,11,10,8,8,9,9,9,7,4,3,3,
63203,Fine Particulate Matter,2017-12-18,3,3,3,3,3,3,3,4,4,4,5,6,6,11,17,17,17,14,15,19,18,14,12,8,
63203,Fine Particulate Matter,2017-12-19,6,3,2,2,2,2,2,3,1,1,1,1,1,1,1,1,1,2,2,1,2,2,3,2,
63203,Fine Particulate Matter,2017-12-20,1,2,2,2,2,2,2,1,3,2,2,2,2,2,2,2,2,4,4,4,6,7,7,7,
63203,Fine Particulate Matter,2017-12-21,4,6,5,5,2,2,3,6,12,2,2,1,1,2,1,1,2,3,4,4,5,7,3,5,
63203,Fine Particulate Matter,2017-12-22,6,6,5,6,5,4,4,4,6,8,8,5,5,5,4,3,3,4,4,2,2,5,6,6,
63203,Fine Particulate Matter,2017-12-23,8,8,8,7,4,4,3,3,3,4,4,3,3,3,3,4,4,4,5,6,8,8,7,8,
63203,Fine Particulate Matter,2017-12-24,9,10,12,9,7,4,2,2,3,3,3,3,4,3,3,3,3,3,6,6,4,3,3,3,
63203,Fine Particulate Matter,2017-12-25,4,5,5,4,4,4,4,4,3,4,4,4,3,3,3,3,3,3,3,2,2,2,2,2,
63203,Fine Particulate Matter,2017-12-26,2,2,3,2,3,3,2,2,2,3,2,9999,2,2,2,2,2,3,2,3,3,2,3,3,
63203,Fine Particulate Matter,2017-12-27,4,5,4,4,4,5,4,5,6,7,5,4,3,3,3,3,6,7,8,12,13,13,17,20,
63203,Fine Particulate Matter,2017-12-28,13,14,15,13,12,11,10,9,7,7,7,7,6,6,6,8,8,8,2,2,3,3,4,5,
63203,Fine Particulate Matter,2017-12-29,5,5,8,8,6,7,4,3,4,5,4,4,3,3,2,2,2,2,3,3,3,3,3,2,
63203,Fine Particulate Matter,2017-12-30,2,2,1,1,1,1,1,1,1,2,2,2,2,2,2,1,3,4,4,4,3,3,4,3,
63203,Fine Particulate Matter,2017-12-31,3,2,3,3,2,2,2,2,2,3,2,2,2,2,2,2,3,3,3,3,3,2,2,2,



Air Quality Ontario. Maintained by the Government of Ontario
Copyright Queen's Printer for Ontario2018
This information is provided as a public service but we cannot guarantee that it is current or accurate. Readers should verify the information before acting on it.
See Disclaimer at: http://www.airqualityontario.com/science/disclaimer.php 
